0.000000000000000000e+00;0.000000000000000000e+00;1.926000000000000000e+03;2.391210000000000000e+05;3.400000000000000000e+01;1.580000000000000000e+02
0.000000000000000000e+00;1.000000000000000000e+00;1.909000000000000000e+03;5.138700000000000000e+04;3.650000000000000000e+01;1.700000000000000000e+02
0.000000000000000000e+00;1.000000000000000000e+00;1.911000000000000000e+03;1.674480000000000000e+05;3.579999999999999716e+01;1.670000000000000000e+02
1.000000000000000000e+00;2.000000000000000000e+00;1.910000000000000000e+03;9.530000000000000000e+03;4.100000000000000000e+01;2.010000000000000000e+02
2.000000000000000000e+00;0.000000000000000000e+00;1.923000000000000000e+03;1.822000000000000000e+05;3.180000000000000071e+01;1.480000000000000000e+02
3.000000000000000000e+00;1.000000000000000000e+00;1.925000000000000000e+03;6.649200000000000000e+04;2.500000000000000000e+01;1.040000000000000000e+02
1.000000000000000000e+00;1.000000000000000000e+00;1.918000000000000000e+03;4.333900000000000000e+04;3.800000000000000000e+01;1.770000000000000000e+02
4.000000000000000000e+00;1.000000000000000000e+00;1.923000000000000000e+03;1.507820000000000000e+05;2.569999999999999929e+01;1.070000000000000000e+02
4.000000000000000000e+00;1.000000000000000000e+00;1.960000000000000000e+03;3.206000000000000000e+05;3.200000000000000000e+01;1.490000000000000000e+02
3.000000000000000000e+00;1.000000000000000000e+00;1.924000000000000000e+03;1.573000000000000000e+05;2.200000000000000000e+01;9.100000000000000000e+01
5.000000000000000000e+00;2.000000000000000000e+00;1.911000000000000000e+03;4.032000000000000000e+04;3.839999999999999858e+01;1.890000000000000000e+02
4.000000000000000000e+00;1.000000000000000000e+00;1.951000000000000000e+03;2.100000000000000000e+05;3.250000000000000000e+01;1.510000000000000000e+02
3.000000000000000000e+00;2.000000000000000000e+00;1.920000000000000000e+03;8.323000000000000000e+03;2.300000000000000000e+01;9.500000000000000000e+01
4.000000000000000000e+00;1.000000000000000000e+00;1.928000000000000000e+03;6.788200000000000000e+04;3.189999999999999858e+01;1.490000000000000000e+02
2.000000000000000000e+00;1.000000000000000000e+00;1.900000000000000000e+03;4.458600000000000000e+04;3.360000000000000142e+01;1.570000000000000000e+02
4.000000000000000000e+00;2.000000000000000000e+00;1.960000000000000000e+03;9.165000000000000000e+03;3.200000000000000000e+01;1.490000000000000000e+02
6.000000000000000000e+00;2.000000000000000000e+00;1.910000000000000000e+03;9.475000000000000000e+03;3.200000000000000000e+01;6.800000000000000000e+01
2.000000000000000000e+00;1.000000000000000000e+00;1.925000000000000000e+03;9.860900000000000000e+04;3.400000000000000000e+01;1.580000000000000000e+02
7.000000000000000000e+00;1.000000000000000000e+00;1.913000000000000000e+03;6.160500000000000000e+04;2.200000000000000000e+01;9.100000000000000000e+01
8.000000000000000000e+00;1.000000000000000000e+00;1.923000000000000000e+03;8.529000000000000000e+04;3.400000000000000000e+01;1.580000000000000000e+02
9.000000000000000000e+00;1.000000000000000000e+00;1.976000000000000000e+03;4.032000000000000000e+05;3.100000000000000000e+01;6.600000000000000000e+01
1.000000000000000000e+01;1.000000000000000000e+00;1.905000000000000000e+03;5.398400000000000000e+04;1.200000000000000000e+01;2.539999999999999858e+01
