6.147479533391309384e-03;6.600000000000000311e-01;2.800000000000000266e-01
6.818795203057655650e-03;2.294000000000000206e-01;1.291999999999999815e-01
6.405101181242963196e-03;7.199999999999999734e-01;6.720000000000000417e-01
9.425953540866426061e-02;6.400000000000000133e-01;5.839999999999999636e-01
2.239672643307153224e-02;6.079999999999999849e-01;5.679999999999999494e-01
5.554540820081947834e-03;7.600000000000000089e-01;7.079999999999999627e-01
1.517882213746909181e-01;2.600000000000000089e-01;1.104000000000000120e-01
7.224038144360811486e-02;6.600000000000000311e-01;6.159999999999999920e-01
6.871955225630219273e-03;5.779999999999999583e-01;4.799999999999999822e-01
3.150753645550778692e-02;6.400000000000000133e-01;5.959999999999999742e-01
6.457579665064596026e-03;6.400000000000000133e-01;2.720000000000000195e-01
5.174153597025219486e-01;5.899999999999999689e-01;2.520000000000000018e-01
4.552678856214406773e-03;6.280000000000000027e-01;5.839999999999999636e-01
4.776223566519545438e-02;6.999999999999999556e-01;6.520000000000000240e-01
1.315506097045665741e-02;5.000000000000000000e-01;4.159999999999999809e-01
4.750802171109844846e-02;5.600000000000000533e-01;4.640000000000000235e-01
7.496926260233304634e-03;6.999999999999999556e-01;6.520000000000000240e-01
1.325592870559434353e-02;4.600000000000000200e-01;3.800000000000000044e-01
1.257438995466404197e-01;6.700000000000000400e-01;6.239999999999999991e-01
2.435478726449428338e-02;6.800000000000000488e-01;6.320000000000000062e-01
1.110226625265459295e-02;7.059999999999999609e-01;6.600000000000000311e-01
3.259459076324161542e-02;2.300000000000000100e-01;1.295999999999999930e-01
8.178465011163604109e-03;8.240000000000000657e-01;8.120000000000000551e-01
6.855666449482984703e-02;6.859999999999999432e-01;6.400000000000000133e-01
2.991682501083646473e-02;5.600000000000000533e-01;4.640000000000000235e-01
1.410785214425721787e-02;6.800000000000000488e-01;6.320000000000000062e-01
1.341949800581761394e-02;4.665999999999999592e-01;3.840000000000000080e-01
1.045957521052732000e-02;2.999999999999999889e-01;1.272000000000000075e-01
2.364394234727398153e-02;4.465999999999999415e-01;3.719999999999999973e-01
2.078693190337416175e-02;5.400000000000000355e-01;4.480000000000000093e-01
4.886428382544974469e-02;7.800000000000000266e-01;7.640000000000000124e-01
5.617923923918466400e-02;6.400000000000000133e-01;5.959999999999999742e-01
6.348737926541027365e-02;7.600000000000000089e-01;7.079999999999999627e-01
5.524962038291573313e-02;5.000000000000000000e-01;4.119999999999999774e-01
4.029188941624842896e-02;5.600000000000000533e-01;4.640000000000000235e-01
3.219180136144180610e-02;5.000000000000000000e-01;4.159999999999999809e-01
1.998407925477826974e-02;2.999999999999999889e-01;2.039999999999999869e-01
6.033662561985949496e-02;8.340000000000000746e-01;8.159999999999999476e-01
8.907711474659026074e-03;8.420000000000000817e-01;8.279999999999999583e-01
3.015740818991486175e-02;8.579999999999999849e-01;8.439999999999999725e-01
1.900675268594421638e-02;6.999999999999999556e-01;6.520000000000000240e-01
3.021670206124579816e-02;4.600000000000000200e-01;3.800000000000000044e-01
6.556402783949489763e-03;9.000000000000000222e-01;8.840000000000000080e-01
1.852149709528184279e-02;6.199999999999999956e-01;5.759999999999999565e-01
7.369546667684431784e-02;5.859999999999999654e-01;5.480000000000000426e-01
8.228762570982260660e-02;6.600000000000000311e-01;6.159999999999999920e-01
3.826635624848357536e-02;6.600000000000000311e-01;6.159999999999999920e-01
6.689984379131828744e-03;5.799999999999999600e-01;5.400000000000000355e-01
3.807757001447588385e-02;5.999999999999999778e-01;5.600000000000000533e-01
1.063057328313573302e-01;5.799999999999999600e-01;5.400000000000000355e-01
3.752688670372419932e-02;4.679999999999999716e-01;1.983999999999999930e-01
